time;angle;distance;velocity;acceleration
0.05;80.0;95.80688345071721;0.0;0.0;117.36481776669304;198.4807753012208;200.0;150.0
0.1;79.99982000000794;95.80688345071721;-0.003599999841128465;-0.0719999968225693;117.36481776669304;198.4807753012208;200.0;150.0
0.15;79.99856000006352;95.80658899381548;-0.02519999888846769;-0.4319999809467845;117.36512715307391;198.48072074755328;200.0;150.0
0.2;79.99513999940666;95.80452778937553;-0.06840001313719313;-0.8640002849745088;117.36729285294098;198.48033884466577;200.0;150.0
0.25;79.98848000050812;95.79893303623328;-0.1331999779708326;-1.2959992966727896;117.373171140199;198.47930201079492;200.0;150.0
0.3;79.97749999950729;95.78803776782837;-0.21960002001662815;-1.7280008409159109;117.38461814942531;198.4772819070402;200.0;150.0
0.35000002;79.96111999525324;95.77007463971238;-0.32760008508091687;-2.1600013012857744;117.4034897376351;198.47394855976898;200.0;150.0
0.40000004;79.93825997909123;95.74327566898306;-0.45720032324027216;-2.5920047631871057;117.43164125140359;198.468969138924;200.0;150.0
0.45000005;79.90783999072475;95.70587186405533;-0.6083997673295016;-3.0239888817845895;117.47092726322822;198.46200638095382;200.0;150.0
0.50000006;79.86877993979023;95.65609288495254;-0.7812010186904672;-3.4560250272193116;117.52320112856702;198.45271668271926;200.0;150.0
0.5500001;79.81999994269741;95.59216624343773;-0.9755999418564443;-3.8879784633195413;117.59031487685363;198.4407477751624;200.0;150.0
0.6000001;79.76041988240227;95.51231727075869;-1.191601205902657;-4.320025280924256;117.67411814454607;198.4257362066072;200.0;150.0
0.6500001;79.68895982862381;95.41476773955593;-1.429201075569324;-4.75199739333334;117.77645836553931;198.40730424098734;200.0;150.0
0.7000001;79.6045397576995;95.29773582201479;-1.688401418486194;-5.184006858337398;117.89917939871717;198.38505667454046;200.0;150.0
0.7500001;79.50607983272985;95.15943483197461;-1.9691984993929168;-5.615941618134457;118.04412126583613;198.35857709291957;200.0;150.0
0.80000013;79.39249976324805;94.99807281801111;-2.2716013896359755;-6.048057804861173;118.21311882409051;198.32742396045754;200.0;150.0
0.85000014;79.26271960563291;94.81185058521368;-2.5956031523028855;-6.480035253338201;118.40800190341898;198.29112607923324;200.0;150.0
0.90000015;79.11565949630446;94.59896201936175;-2.941202186569001;-6.911980685322305;118.63059284105105;198.24917816649145;200.0;150.0
0.95000017;78.95023941160018;94.35759260946713;-3.308401694085603;-7.343990150332047;118.88270570210469;198.20103576524895;200.0;150.0
1.0000001;78.76537959466184;94.08591796551343;-3.697196338766844;-7.775892893624814;119.16614528782216;198.14610983022249;200.0;150.0
1.0500001;78.55999954157926;93.78210339066874;-4.107601061651565;-8.208094457694415;119.48270481292585;198.08376121036753;200.0;150.0
1.1;78.33301976229846;93.44430105337071;-4.539595585615928;-8.63989047928726;119.83416583800192;198.0132943304664;200.0;150.0
1.15;78.08336012643521;93.0706516972008;-4.99319271726506;-9.071942632982655;120.22229321103909;197.9339515045051;200.0;150.0
1.1999999;77.8099403968836;92.65928072317753;-5.468394591032109;-9.504037475340965;120.64883558443722;197.8449057897593;200.0;150.0
1.2499999;77.51168054998114;92.20829786568648;-5.96519693804936;-9.936046940345022;121.11552187977104;197.7452542875863;200.0;150.0
1.2999998;77.18750077550871;91.71579653221963;-6.483595489448533;-10.367971027983458;121.62405777783147;197.634011108942;200.0;150.0
1.3499998;76.83632126324721;91.17985264387814;-7.0235902452299115;-10.799895115627578;122.17612237337902;197.51009997164869;200.0;150.0
1.3999997;76.45706198953414;90.59852316639953;-7.585185474261493;-11.231904580631635;122.77336476478095;197.37234647111177;200.0;150.0
1.4499997;76.04864250382018;89.96984470136688;-8.168389714279272;-11.664084800355567;123.4174001642921;197.21947011553505;200.0;150.0
1.4999996;75.60998299588623;89.29183215850661;-8.773190158678972;-12.096008887994003;124.109805475972;197.05007614582686;200.0;150.0
1.5499996;75.14000365551317;88.56247966386596;-9.399586807461162;-12.527932975643807;124.85211211923574;196.86264771940182;200.0;150.0
1.5999995;74.63762445903852;87.77975877540534;-10.047583929492987;-12.959942440636496;125.64580111049848;196.65553727231958;200.0;150.0
