 0;-73.0;-71.54;-70.08;-68.62;-67.16;-65.7;-64.24;-62.78;-61.32;-59.86;-58.4;-56.940002;-55.48;-54.02;-52.559998;-51.1;-49.64;-48.18;-46.72;-45.260002;-43.8;-42.34;-40.88;-39.42;-37.96;-36.5;-35.04;-33.58;-32.12;-30.66;-29.2;-27.740002;-26.279999;-24.82;-23.36;-21.900002;-20.439999;-18.98;-17.52;-16.060001;-14.599998;-13.139999;-11.68;-10.220001;-8.760002;-7.300003;-5.8399963;-4.3799973;-2.9199982;-1.4599991;0.0;1.4599991;2.9199982;4.3799973;5.8399963;7.300003;8.760002;10.220001;11.68;13.139999;14.599998;16.059998;17.519997;18.980003;20.440002;21.900002;23.36;24.82;26.279999;27.739998;29.199997;30.660004;32.120003;33.58;35.04;36.5;37.96;39.42;40.879997;42.339996;43.800003;45.260002;46.72;48.18;49.64;51.1;52.559998;54.019997;55.479996;56.940002;58.399994;59.86;61.320007;62.78;64.240005;65.7;67.16;68.619995;70.08;71.53999
-30.0;-4.7240763;-4.7240763;-4.7240763;-4.7240753;-4.724075;-4.7240734;-4.724071;-4.724069;-4.724065;-4.724059;-4.72405;-4.724036;-4.724016;-4.723985;-4.7239394;-4.7238703;-4.723766;-4.72361;-4.723374;-4.7230196;-4.722485;-4.721677;-4.7204494;-4.71858;-4.715707;-4.711247;-4.704216;-4.69289;-4.674122;-4.6418943;-4.584405;-4.478929;-4.2872214;-3.9689457;-3.5402694;-3.1145222;-2.8011298;-2.6120458;-2.5070217;-2.4490573;-2.4161668;-2.3968134;-2.3850298;-2.3776052;-2.3724813;-2.3665843;-2.3436074;-2.10562;-0.49673164;-0.046148732;-0.005580902;0.03273651;0.45703444;2.0764918;2.3311322;2.3556697;2.3616068;2.3664727;2.3734486;2.384514;2.4027061;2.4336777;2.4884162;2.5880694;2.7689228;3.0726223;3.4931703;3.926332;4.2546206;4.4552054;4.5664687;4.6273685;4.661579;4.6815233;4.6935644;4.701043;4.7057877;4.7088437;4.710834;4.7121387;4.712999;4.7135677;4.713945;4.7141953;4.7143617;4.714473;4.7145457;4.7145953;4.7146277;4.714649;4.714664;4.7146735;4.71468;4.7146845;4.714687;4.7146893;4.71469;4.714691;4.714692;4.7146916
-29.4;-4.726393;-4.7263927;-4.7263927;-4.726392;-4.7263913;-4.72639;-4.726388;-4.7263856;-4.726382;-4.7263765;-4.7263675;-4.726354;-4.7263346;-4.726305;-4.7262607;-4.726194;-4.726093;-4.7259426;-4.7257147;-4.7253723;-4.724856;-4.7240753;-4.72289;-4.7210836;-4.7183084;-4.7139993;-4.707204;-4.696254;-4.6780972;-4.6468887;-4.591119;-4.4884796;-4.3009276;-3.9869468;-3.5595396;-3.130667;-2.812571;-2.6197715;-2.512418;-2.4530911;-2.4194033;-2.3995724;-2.3874962;-2.3798892;-2.37466;-2.3687687;-2.346342;-2.1143706;-0.51041317;-0.049626425;-0.008032903;0.03041184;0.4547243;2.074181;2.3288198;2.3533561;2.359292;2.3641577;2.3711329;2.382198;2.4003901;2.4313614;2.4861;2.585753;2.7666063;3.0703058;3.4908538;3.9240155;4.252304;4.452889;4.564152;4.625052;4.6592627;4.679207;4.691248;4.6987267;4.703471;4.706527;4.7085176;4.709822;4.7106824;4.7112513;4.7116284;4.711879;4.712045;4.7121563;4.7122293;4.712279;4.7123113;4.7123327;4.7123475;4.712357;4.7123637;4.712368;4.7123704;4.712373;4.7123737;4.7123747;4.7123756;4.712375
-28.8;-4.729822;-4.7298217;-4.7298217;-4.729821;-4.7298207;-4.7298193;-4.729817;-4.729815;-4.7298117;-4.729806;-4.729798;-4.729785;-4.7297664;-4.729738;-4.7296963;-4.729633;-4.7295375;-4.729395;-4.729179;-4.7288547;-4.7283654;-4.727625;-4.7265015;-4.724789;-4.722158;-4.718071;-4.7116237;-4.7012277;-4.683972;-4.65426;-4.601007;-4.502494;-4.32091;-4.012918;-3.5869775;-3.153374;-2.828525;-2.63049;-2.5198853;-2.4586637;-2.4238706;-2.4033794;-2.390898;-2.383039;-2.3776643;-2.371781;-2.3501148;-2.126527;-0.5303596;-0.054767624;-0.011661783;0.026970938;0.45130494;2.0707612;2.3253973;2.3499315;2.355866;2.3607306;2.3677053;2.3787699;2.3969617;2.4279327;2.4826713;2.5823243;2.7631776;3.066877;3.4874249;3.9205866;4.248875;4.44946;4.5607233;4.621623;4.6558337;4.675778;4.687819;4.6952977;4.7000422;4.7030983;4.7050886;4.7063932;4.7072535;4.7078223;4.7081995;4.70845;4.7086163;4.7087274;4.7088003;4.70885;4.7088823;4.708904;4.7089186;4.708928;4.708935;4.708939;4.7089415;4.708944;4.708945;4.7089458;4.7089467;4.708946
-28.2;-4.7349496;-4.734949;-4.734949;-4.7349486;-4.734948;-4.7349467;-4.734945;-4.7349434;-4.73494;-4.734935;-4.734927;-4.7349157;-4.7348986;-4.734873;-4.734834;-4.734776;-4.7346883;-4.7345576;-4.7343593;-4.7340617;-4.733612;-4.7329326;-4.731901;-4.7303286;-4.7279115;-4.7241554;-4.718225;-4.708652;-4.6927323;-4.665234;-4.6156845;-4.5231824;-4.3501277;-4.050325;-3.6257584;-3.1849167;-2.8504238;-2.6451018;-2.5300262;-2.466216;-2.429918;-2.4085293;-2.395498;-2.3872976;-2.381725;-2.375853;-2.3552184;-2.143128;-0.5595274;-0.062441185;-0.017087102;0.021825626;0.44619167;2.0656471;2.3202791;2.3448102;2.3507428;2.355606;2.3625798;2.3736439;2.3918352;2.422806;2.477544;2.577197;2.7580504;3.0617495;3.4822977;3.9154592;4.2437477;4.4443326;4.555596;4.6164956;4.6507063;4.6706505;4.6826916;4.6901703;4.694915;4.697971;4.699961;4.701266;4.702126;4.702695;4.703072;4.7033224;4.703489;4.7036;4.703673;4.7037225;4.703755;4.7037764;4.703791;4.7038007;4.7038074;4.7038116;4.703814;4.7038164;4.7038174;4.7038183;4.7038193;4.703819
-27.6;-4.742725;-4.7427244;-4.7427244;-4.742724;-4.7427235;-4.7427225;-4.7427206;-4.742719;-4.7427163;-4.742712;-4.7427053;-4.7426953;-4.7426805;-4.742658;-4.7426248;-4.7425747;-4.742499;-4.742386;-4.742214;-4.7419567;-4.7415676;-4.7409797;-4.7400866;-4.738725;-4.73663;-4.7333717;-4.72822;-4.7198825;-4.7059636;-4.681766;-4.6376953;-4.553958;-4.392982;-4.1040025;-3.679936;-3.2279356;-2.8798068;-2.664525;-2.5434387;-2.4761786;-2.4378824;-2.4153051;-2.4015477;-2.392896;-2.3870628;-2.3812053;-2.3619337;-2.1652486;-0.602312;-0.07404481;-0.025311321;0.014023498;0.43843788;2.0578918;2.3125181;2.3370447;2.3429742;2.347835;2.3548074;2.3658705;2.3840613;2.4150317;2.4697695;2.5694222;2.7502756;3.0539746;3.4745226;3.9076838;4.2359724;4.436558;4.5478206;4.6087203;4.642931;4.662875;4.6749163;4.682395;4.6871395;4.6901956;4.692186;4.6934905;4.6943507;4.6949196;4.695297;4.695547;4.6957135;4.6958246;4.6958976;4.695947;4.6959796;4.696001;4.696016;4.6960254;4.696032;4.6960363;4.6960387;4.696041;4.696042;4.696043;4.696044;4.6960435
-27.0;-4.754737;-4.754737;-4.754737;-4.7547364;-4.7547364;-4.7547355;-4.754734;-4.754733;-4.7547307;-4.754728;-4.7547226;-4.754715;-4.7547035;-4.7546864;-4.754661;-4.754623;-4.7545652;-4.7544794;-4.7543488;-4.754153;-4.753856;-4.7534084;-4.752727;-4.751688;-4.7500863;-4.7475886;-4.7436237;-4.7371664;-4.7262797;-4.7070513;-4.6711307;-4.600142;-4.455961;-4.180428;-3.7542233;-3.285021;-2.9179614;-2.6894405;-2.560532;-2.48883;-2.4479766;-2.423884;-2.4092011;-2.399975;-2.3938105;-2.3879716;-2.3704338;-2.1937122;-0.66519815;-0.0918953;-0.03801112;0.001969844;0.42645827;2.0459101;2.3005276;2.325047;2.3309715;2.3358293;2.3427994;2.353861;2.3720508;2.4030206;2.457758;2.5574105;2.7382636;3.0419626;3.4625103;3.8956718;4.2239604;4.4245453;4.535808;4.596708;4.6309185;4.6508627;4.662904;4.670383;4.6751275;4.6781836;4.680174;4.6814785;4.6823387;4.6829076;4.6832848;4.683535;4.6837015;4.6838126;4.6838856;4.683935;4.6839676;4.683989;4.684004;4.6840134;4.68402;4.6840243;4.6840267;4.684029;4.68403;4.684031;4.684032;4.6840315
-26.4;-4.773745;-4.773745;-4.773745;-4.7737446;-4.773745;-4.773744;-4.773743;-4.773743;-4.7737417;-4.7737403;-4.773738;-4.7737336;-4.7737284;-4.7737193;-4.7737064;-4.773687;-4.7736573;-4.773614;-4.7735467;-4.773447;-4.7732954;-4.7730656;-4.772715;-4.772178;-4.771344;-4.7700286;-4.767904;-4.7643514;-4.7581196;-4.74644;-4.722669;-4.6700263;-4.54834;-4.2875338;-3.8530664;-3.3577569;-2.9652448;-2.7198467;-2.581224;-2.5040777;-2.4601133;-2.4341831;-2.418382;-2.408463;-2.4018986;-2.396082;-2.380639;-2.2285848;-0.7574595;-0.11995287;-0.058091357;-0.01710251;0.40750146;2.0269501;2.2815535;2.306062;2.311979;2.3168316;2.3237982;2.3348577;2.353046;2.3840146;2.4387515;2.5384035;2.7192562;3.022955;3.4435027;3.8766642;4.2049527;4.4055376;4.5168004;4.5777;4.611911;4.631855;4.643896;4.651375;4.6561193;4.6591754;4.6611657;4.6624703;4.6633306;4.6638994;4.6642766;4.664527;4.6646934;4.6648045;4.6648774;4.664927;4.6649594;4.664981;4.6649957;4.665005;4.665012;4.665016;4.6650186;4.665021;4.665022;4.665023;4.665024;4.6650233
-25.8;-4.8046975;-4.8046975;-4.804698;-4.804698;-4.804698;-4.804698;-4.804698;-4.804699;-4.8046994;-4.8047004;-4.804702;-4.8047037;-4.8047066;-4.8047113;-4.8047185;-4.8047285;-4.804744;-4.804768;-4.8048024;-4.8048553;-4.804934;-4.8050513;-4.8052263;-4.805487;-4.8058696;-4.8064237;-4.8071976;-4.8081923;-4.809176;-4.8089976;-4.8031845;-4.7761455;-4.682277;-4.4331155;-3.97842;-3.4450896;-3.0201347;-2.754508;-2.6045878;-2.521208;-2.4737093;-2.445702;-2.4286394;-2.4179404;-2.4109266;-2.405135;-2.3920517;-2.2685194;-0.8912678;-0.16515352;-0.09074898;-0.048157394;0.3766306;1.9960742;2.2506554;2.2751462;2.281051;2.2858953;2.292857;2.3039126;2.3220985;2.3530657;2.4078014;2.5074525;2.688305;2.9920034;3.412551;3.8457122;4.1740003;4.3745856;4.4858484;4.5467477;4.5809584;4.6009026;4.6129436;4.6204224;4.625167;4.628223;4.6302133;4.631518;4.632378;4.632947;4.633324;4.6335745;4.633741;4.633852;4.633925;4.6339746;4.634007;4.6340284;4.634043;4.6340528;4.6340594;4.6340637;4.634066;4.6340685;4.6340694;4.6340704;4.6340714;4.634071
-25.2;-4.8566456;-4.856646;-4.8566465;-4.8566465;-4.8566475;-4.8566484;-4.8566494;-4.8566523;-4.8566556;-4.856661;-4.8566685;-4.85668;-4.856697;-4.856723;-4.8567624;-4.856821;-4.856909;-4.857042;-4.85724;-4.857539;-4.8579893;-4.858667;-4.8596873;-4.86123;-4.8635635;-4.8671017;-4.8724737;-4.880607;-4.892729;-4.909801;-4.9295754;-4.9356112;-4.8703604;-4.6202645;-4.1260276;-3.5414846;-3.0784602;-2.7906096;-2.628674;-2.5387714;-2.4876075;-2.457456;-2.439095;-2.4275947;-2.420119;-2.4143536;-2.403696;-2.310322;-1.0792518;-0.23968548;-0.14544587;-0.100271076;0.32481426;1.9442495;2.1987948;2.2232573;2.2291427;2.2339737;2.2409265;2.2519765;2.2701583;2.301123;2.355857;2.455507;2.6363587;2.9400563;3.3606036;3.7937646;4.122053;4.3226376;4.4339004;4.4948;4.529011;4.548955;4.560996;4.568475;4.5732193;4.5762753;4.5782657;4.5795703;4.5804305;4.5809994;4.5813766;4.581627;4.5817933;4.5819044;4.5819774;4.582027;4.5820594;4.582081;4.5820956;4.582105;4.582112;4.582116;4.5821185;4.582121;4.582122;4.582123;4.5821238;4.5821233
